message	phishing	url	dominio	tiene_https	longitud_url	presencia_subdominio	palabras_clave_sospechosas
La verificación de tu compra ha sido exitosa. Tus productos digitales están disponibles para descargar.	0			0	0	0	0
La clase de esta noche ha sido cancelada debido al clima.	0			0	0	0	0
Zoey es la criptomoneda que todos están eligiendo. Depositas ahora y te prometen un retorno increíble a largo plazo. ¡No te pierdas esta oportunidad de ser parte del futuro!	1			0	0	0	0
¡Oferta en artículos para bebés! Comprá en www.bebes-descuento.com.ar y cuidá de tu pequeño.	1			0	0	0	0
Che, vi este video tuyo en una página rara. URL.	1			0	0	0	0
Q haces el lunes? Hay un recital gratis	0			0	0	0	1
La respuesta a tu consulta sobre el estado de tu reparación ha sido enviada. Tu dispositivo aún está en reparación.	0			0	0	0	0
Tu vuelo ha sido reservado y pagado. Aquí tienes los detalles.	0			0	0	0	0
Necesito comprar un regalo para mi sobrino. ¿Algún consejo?	0			0	0	0	0
¡Oferta en artículos de seguridad! Comprá en www.seguridad-descuento.com.ar y protegé tu casa!	1			0	0	0	0
Tu cuenta de Netflix ha sido suspendida. Ingresa a www.netflix-ar.com y verifica tus datos para reactivarla.	1			0	0	0	1
La migración de tu sitio web a un nuevo servidor ha sido completada. Por favor, verifica su funcionamiento.	0			0	0	0	0
Tu paquete está en camino. Seguilo en www.paquete-seguimiento.com.ar y sabé cuándo llega.	1			0	0	0	0
Tu hijo hizo un trabajo increíble en la escuela hoy. Estamos muy impresionados con su progreso.	0			0	0	0	0
Obtén un descuento del 60% en tu próxima compra. Solo regístrate aquí.	1			0	0	0	0
Estoy pensando en aprender a tocar la guitarra. ¿Tú tocas algún instrumento?	0			0	0	0	0
La oferta especial en nuestra tienda termina mañana. Pensé que te gustaría saberlo. ¡No te lo pierdas!	0			0	0	0	0
Viste lo q pasó en el noticiero? Una locura	0			0	0	0	0
Estoy muy emocionado por el concierto. ¿Tienes los boletos?	0			0	0	0	0
Boludo, me clavé una astilla. Me duele mucho	0			0	0	0	0
Voy a la biblioteca. ¿Quieres que te traiga algo?	0			0	0	0	0
¡Descuentos en el super! Solo tenés que registrarte en URL. Yo ya lo hice.	1			0	0	0	0
Creo que dejé las luces encendidas en casa. ¿Puedes verificarlo?	0			0	0	0	0
¡Felicidades! Ganaste un viaje a Córdoba. Confirmá tus datos en www.viajeGratisCBA.com y prepárate para viajar.	1			0	0	0	0
Q onda con tu hermana? Me dijo q estaba enferma	0			0	0	0	0
La personalización de tus alertas de noticias ha sido guardada. Ahora recibirás noticias relevantes a tus intereses.	0			0	0	0	0
Dale, nos vemos en el parque a las 5	0			0	0	0	0
¡Oferta en productos para bebés! Comprá en www.bebes-descuento.com.ar y cuidá de tu pequeño.	1			0	0	0	0
¡Oferta especial! Entrá a www.ropa-barata.com.ar y llevate 3 prendas al precio de 2. Solo por hoy.	1			0	0	0	0
La práctica de baloncesto de esta noche ha sido pospuesta. Te avisaré tan pronto tenga una nueva fecha.	0			0	0	0	0
Tu cuenta de Twitter necesita verificación. Hacelo en www.twitter-seguro.com.ar y seguí tuiteando.	1			0	0	0	1
La oferta en nuestra tienda en línea termina a medianoche.	0			0	0	0	0
Tuve un día muy largo. Necesito relajarme.	0			0	0	0	0
Che, me pasas el control? Quiero cambiar de canal	0			0	0	0	0
Venis a la pileta mañana? Va a hacer un calor de locos	0			0	0	0	0
¿Me pasás una foto de tu tarjeta SUBE? Quiero ver si es igual a la mía.	1			0	0	0	0
Boludo, se me rompió el aire acondicionado. Muero de calor	0			0	0	0	0
¡Tu talento musical ha sido reconocido! Participa en nuestro concurso en www.musica-talento.com.ar.	1			0	0	0	0
Descubri esta increible oferta de viaje a Bariloche. Ingresa a www.viajeBarilocheOferta.com.ar y mira los detalles!	1			0	0	0	0
La solicitud para descargar tus fotos y videos ha sido procesada. Recibirás un enlace de descarga en breve.	0			0	0	0	0
La configuración de tu respuesta automática ha sido activada. Puedes desactivarla en cualquier momento en la configuración.	0			0	0	0	0
¡Oferta en productos de panadería! Comprá en www.panaderia-descuento.com.ar y disfrutá del pan recién hecho.	1			0	0	0	0
Q opinas de la inflación? Yo no entiendo más nada	0			0	0	0	0
Tu tarjeta de regalo está lista. Reclámala en www.tarjeta-regalo.com.ar.	1			0	0	0	0
¡Ganaste un día de paintball! Reservá en www.paintball-diversion.com.ar y divertite con tus amigos.	1			0	0	0	0
jajaja, ni te imaginas lo q pasó en el laburo. El jefe se volvió loco	0			0	0	0	0
La conexión de tu cuenta con terceros ha sido revocada. Si no solicitaste esto, por favor, contacta a nuestro soporte.	0			0	0	0	1
La reserva de tu cita para una demostración en persona ha sido confirmada. Nos vemos en nuestra oficina central.	0			0	0	0	0
El paquete que enviaste ha sido entregado. Aquí está el número de seguimiento.	0			0	0	0	0
Tu suscripción a nuestra revista ha sido renovada. Gracias por seguir con nosotros.	0			0	0	0	0
Creo que olvidé mi teléfono en tu casa. ¿Lo has visto?	0			0	0	0	0
Boludo, me echaron del laburo. No lo puedo creer	0			0	0	0	0
La solicitud de un técnico para visitar tu ubicación ha sido confirmada. Nos vemos el próximo jueves.	0			0	0	0	0
Amigo, ¿puedo tener una foto de tu DNI? Es para una promo que estoy haciendo.	1			0	0	0	0
La confirmación de tu asistencia al webinar ha sido recibida. Prepara tus preguntas para la sesión de preguntas y respuestas.	0			0	0	0	0
La receta que me pediste está en el libro en la cocina. ¡Estoy ansioso por probarlo!	0			0	0	0	0
La práctica de natación de esta noche ha sido cancelada.	0			0	0	0	0
La confirmación de tu registro en nuestro seminario en línea sobre seguridad cibernética ha sido recibida. Prepárate para aprender con expertos.	0			0	0	0	0
La solicitud de asistencia en tu ubicación ha sido confirmada. Nuestro técnico llegará entre las 10 a. m. y 1 p. m.	0			0	0	0	0
La recuperación de tus archivos eliminados ha sido exitosa. Encuentra los archivos adjuntos.	0			0	0	0	0
El entrenamiento de fútbol de esta noche ha sido cancelado.	0			0	0	0	0
Boludo, me encontré 100 pesos en la calle. Hoy invito yo	0			0	0	0	0
Tu entrevista de trabajo ha sido programada. Verifica los detalles en www.entrevista-trabajo.com.ar.	1			0	0	0	0
Vi el proyecto en el que has estado trabajando. ¡Es impresionante! Sigue así.	0			0	0	0	0
¡Ganaste un día de campo! Reservá en www.campo-gratis.com.ar y disfrutá de la naturaleza.	1			0	0	0	1
Estoy muy emocionado por el concierto. ¿Tienes los boletos?	0			0	0	0	0
Oye, ¿me das tu número de tarjeta de débito? Es para una compra rápida.	1			0	0	0	0
Tu cita con el asesor financiero ha sido programada. Detalles en www.asesor-financiero.com.ar.	1			0	0	0	0
¡Ganaste una clase de boxeo! Reservá en www.boxeo-clase.com.ar y entrená como un campeón.	1			0	0	0	0
Hoy me hice un tatuaje. Te lo muestro despues	0			0	0	0	0
Tu auto ha sido seleccionado para una mejora gratuita. Confirma en www.auto-mejora.com.ar.	1			0	0	0	0
Me compre una bici. Basta de gastar en nafta	0			0	0	0	0
Estoy viendo un programa genial. ¿Quieres unirte?	0			0	0	0	0
Tenes una receta para pasarme? Quiero cocinar	0			0	0	0	0
Tu factura de celular está disponible. Pagala en www.celular-pago.com.ar antes de que te corten la línea.	1			0	0	0	0
¡Ganaste una clase de hip hop! Reservá en www.hiphop-clase.com.ar y mové el cuerpo al ritmo de la música.	1			0	0	0	0
Tu cita para la revisión del coche ha sido programada. Te enviaré un recordatorio el día antes.	0			0	0	0	0
Verifica tu identidad ahora para evitar cargos adicionales en tu cuenta. Haz clic aquí.	1			0	0	0	1
Tuve un sueño extraño anoche. Te contaré cuando te vea.	0			0	0	0	0
Tu factura de teléfono ha sido pagada automáticamente. Todo está en orden.	0			0	0	0	0
Tu suscripción está a punto de expirar. Renueva ahora con un descuento especial. Haz clic aquí.	1			0	0	0	0
Tu permiso de trabajo ha sido aprobado. ¡Eso fue rápido! Ahora podemos avanzar.	0			0	0	0	0
Voy a la casa de Juan, venis?	0			0	0	0	0
¡Tu video ha sido seleccionado para nuestra campaña! Míralo en www.video-campaña.com.ar.	1			0	0	0	0
¡Tu equipo ganó! Celebra con mercancía exclusiva. Compra ahora en www.equipo-ganador.com.ar.	1			0	0	0	1
¡Promo en helados! Comprá en www.helados-descuento.com.ar y refrescate.	1			0	0	0	0
El artículo que quieres leer está en la sección de tecnología.	0			0	0	0	0
¡Oferta en tecnología! Comprá en www.tecnologia-ahorro.com.ar y actualizá tus dispositivos.	1			0	0	0	0
Q opinas del cambio climático? Yo estoy preocupado	0			0	0	0	0
Has sido seleccionado para una oferta especial. Ingresa tus datos aquí para aprovecharla.	1			0	0	0	0
La conferencia ha sido trasladada al aula principal. ¡No te preocupes, aún hay tiempo!	0			0	0	0	0
Felicidades por el nuevo trabajo. Estoy tan emocionado por ti. ¡Vamos a celebrarlo pronto!	0			0	0	0	0
La receta que me pediste está en el libro en la estantería. ¡No puedo esperar a probarlo!	0			0	0	0	0
¡Oferta en viajes! Comprá en www.viajes-promo.com.ar y escapate un fin de semana.	1			0	0	0	0
Q haces con la moto? La estas usando?	0			0	0	0	0
¡Tu serie favorita ya está disponible! Mírala ahora en www.serie-popular.com.ar antes que nadie.	1			0	0	0	0
Vamos a jugar al futbol el domingo, te prendes?	0			0	0	0	0
La oferta especial en nuestra tienda termina mañana. ¡No te la pierdas!	0			0	0	0	0
La práctica de natación de esta noche ha sido cancelada. Nos vemos en la próxima.	0			0	0	0	0
¿Cuál es tu número de cuenta bancaria? Quiero hacerte una transferencia.	1			0	0	0	1
Tu informe ha sido recibido y está en revisión.	0			0	0	0	0
La reunión con el equipo ha sido programada para las 2 p. m. Te veré allí.	0			0	0	0	0
La programación de tu análisis de salud del sistema ha sido configurada para cada domingo. Mantén tu sistema en óptimas condiciones.	0			0	0	0	0
Recibimos una solicitud de cambio de contraseña. Si no fuiste tú, haz clic aquí.	1			0	0	0	0
¡Hola! Solo queria decirte que me encantó la pelicula que vimos anoche.	0			0	0	0	0
¿Querés invertir en criptomonedas? Zoey es tu mejor opción. Te prometen recuperar tu inversión con grandes ganancias en el futuro. ¡Aprovechá ahora y no te quedes afuera!	1			0	0	0	1
Tu cuenta de Instagram fue hackeada. Recuperá tu acceso en www.instagram-recuperacion.com.ar.	1			0	0	0	1
Tu cuenta ha sido seleccionada para una actualización gratuita. Haz clic aquí para confirmar.	1			0	0	0	1
Creo que olvidé mi chaqueta en tu casa. ¿La has visto?	0			0	0	0	0
Q onda con tu jefe? Te dio el aumento?	0			0	0	0	0
¡Ganaste una clase de cerámica! Reservá en www.ceramica-clase.com.ar y moldeá tu creatividad.	1			0	0	0	0
La práctica de natación de esta noche ha sido cancelada. Nos vemos en la próxima.	0			0	0	0	0
Estoy pensando en tomar una clase de yoga. ¿Te interesa?	0			0	0	0	0
La confirmación de tu cita de servicio en nuestra tienda ha sido recibida. Trae tu dispositivo y cualquier documentación relevante.	0			0	0	0	0
La fiesta estuvo genial, cuando repetimos?	0			0	0	0	0
Hice una receta nueva para la cena. Espero que te guste.	0			0	0	0	0
¡Oferta en pañales! Comprá en www.pañales-promo.com.ar y cuidá de tu bebé.	1			0	0	0	0
Tu tarjeta de membresía ha sido renovada. Gracias por quedarte con nosotros. ¡Lo apreciamos mucho!	0			0	0	0	0
La respuesta a tu consulta sobre la disponibilidad de una función ha sido enviada. La función estará disponible en la próxima actualización.	0			0	0	0	0
La confirmación de tu cancelación de la suscripción de correo electrónico ha sido recibida. No recibirás más correos de nuestra parte.	0			0	0	0	0
Hoy me encontré con un perro perdido. Lo llevé a mi casa	0			0	0	0	0
Boludo, me olvidé las llaves adentro de la casa. Veni a ayudarme	0			0	0	0	0
La clase de esta noche ha sido cancelada debido al clima. Nos vemos en la próxima.	0			0	0	0	0
¿Cuál es tu CBU? Quiero hacerte una transferencia ahora mismo.	1			0	0	0	0
Voy a una conferencia mañana. ¿Quieres venir conmigo?	0			0	0	0	0
Necesito comprar un regalo para mi primo. ¿Algún consejo?	0			0	0	0	0
¡Promo en artículos de belleza! Comprá en www.belleza-descuento.com.ar y cuidá tu piel.	1			0	0	0	0
La actualización de tu perfil de usuario ha sido guardada. Si tienes alguna pregunta, estamos aquí para ayudarte.	0			0	0	0	0
¡Promo en videojuegos! Comprá en www.videojuegos-descuento.com.ar y jugá a lo último.	1			0	0	0	0
La confirmación de tu registro para el desafío de codificación ha sido recibida. Buena suerte en la competencia.	0			0	0	0	0
La reunión con el proveedor ha sido programada para el lunes.	0			0	0	0	0
Hoy fui a un casamiento. Me puse re elegante, jajaja	0			0	0	0	0
Che, q onda con tu hermano? Hace mucho q no lo veo	0			0	0	0	0
Q onda con el gimnasio? Estas yendo?	0			0	0	0	0
Dale, confirmame para el viaje asi reservo	0			0	0	0	0
Tus amigos te están esperando en este nuevo juego. Únete ahora en www.juego-amigos.com.ar y no te quedes afuera.	1			0	0	0	0
El informe que pediste estará listo mañana.	0			0	0	0	0
La fecha límite para la presentación se ha extendido hasta el lunes. ¡Un fin de semana menos estresante!	0			0	0	0	0
Tu tarjeta de crédito ha sido comprometida. Ingresa tus datos aquí para verificarla.	1			0	0	0	0
Tu cita en el médico fue confirmada. Revisala en www.cita-medico.com.ar y preparate para la consulta.	1			0	0	0	0
La consulta sobre la disponibilidad de un producto ha sido respondida. Sí, está en stock y listo para el envío.	0			0	0	0	0
¡Tu chiste ha sido seleccionado para nuestra revista! Léelo en www.chiste-seleccionado.com.ar.	1			0	0	0	0
Soy tu primo. Necesito tu ayuda urgente. Ingresa a www.ayudamePrimo.com y decime si podes hacerlo.	1			0	0	0	0
Tenes un mapa? Me perdi en la ciudad	0			0	0	0	0
La respuesta a tu pregunta frecuente ha sido enviada. Si necesitas más claridad, no dudes en preguntar.	0			0	0	0	0
Te vi en el shopping, estabas con tu novia?	0			0	0	0	0
Ganate una cena en la parrilla del Tano. Solo tenés que entrar en URL y seguir los pasos.	1			0	0	0	0
Perdí mis llaves. ¿Puedes abrirme la puerta?	0			0	0	0	0
Tu pedido ha sido enviado. Aquí tienes el número de seguimiento.	0			0	0	0	0
Che, me acompañás al médico? Me da miedo ir solo	0			0	0	0	0
No puedo encontrar mi libro favorito. ¿Lo has visto?	0			0	0	0	0
¡Tu innovación ha sido patentada! Consulta los detalles en www.innovación-patentada.com.ar.	1			0	0	0	0
Che, ¿podés enviarme tu número de CUIL? Es para la planilla del trabajo.	1			0	0	0	0
Tu pago ha sido rechazado. Ingresa tus datos aquí para procesarlo nuevamente.	1			0	0	0	0
Voy a cocinar la cena esta noche. ¿Algún antojo en particular?	0			0	0	0	0
Tu cuenta de Netflix necesita verificación. Hacelo en www.netflix-verificacion.com.ar y seguí disfrutando de tus series.	1			0	0	0	1
La reunión con el cliente ha sido confirmada para mañana.	0			0	0	0	0
La programación de tu suscripción a actualizaciones automáticas ha sido configurada. Mantendremos tu sistema al día.	0			0	0	0	0
Creo que vi a tu hermano en la tienda. ¿Está en la ciudad?	0			0	0	0	0
Confirma tu suscripción a nuestro servicio premium con un descuento del 80%. Haz clic aquí.	1			0	0	0	0
¡Ganaste un iPhone! Solo tenés que entrar en www.gana-iPhone.com.ar y seguir los pasos. ¡Apurate, es por tiempo limitado!	1			0	0	0	1
La verificación de tu tarjeta de regalo ha sido exitosa. El saldo ha sido añadido a tu cuenta.	0			0	0	0	1
¡Entradas gratis para el recital de La Renga! Conseguilas en URL. ¡Dale que se acaban!	1			0	0	0	1
Vi este video tuyo en YouTube, ¿qué onda con esto? URL.	1			0	0	0	0
¡Descuento en carnes! Comprá en www.carnes-argentinas.com.ar y preparate para el asado del domingo.	1			0	0	0	0
Estoy pensando en cortarme el cabello. ¿Qué opinas?	0			0	0	0	0
Tenes el numero de Pedro? Necesito hablar con el	0			0	0	0	0
¡Ganaste una clase de yoga! Reservá en www.yoga-gratis.com.ar y encontrá tu paz interior.	1			0	0	0	1
Tu reserva en el hotel ha sido confirmada. Aquí tienes los detalles.	0			0	0	0	0
¡Ganaste una clase de guitarra! Reservá en www.guitarra-clase.com.ar y tocá como un rockstar.	1			0	0	0	0
Che, te vi en el tren pero estabas lejos. Cómo estás?	0			0	0	0	0
La receta que me pediste está en el libro de cocina en la página 52.	0			0	0	0	0
¿Participaste en este sorteo? Me parece medio raro. URL.	1			0	0	0	0
Vamos a correr por el parque, venis?	0			0	0	0	0
La programación de tu análisis de seguridad semanal ha sido establecida. Recibirás un informe después de cada análisis.	0			0	0	0	0
La cancelación de tu participación en el programa beta ha sido procesada. Gracias por tus valiosos comentarios.	0			0	0	0	0
La oferta especial en nuestra tienda termina hoy. Si estás interesado, ¡hoy es el día!	0			0	0	0	0
Tu vuelo ha sido confirmado. Aquí tienes tu boleto.	0			0	0	0	0
Tu pregunta sobre la configuración del correo electrónico ha sido recibida. Nuestro soporte técnico te contactará en breve.	0			0	0	0	0
Voy a una fiesta de cumpleaños. ¿Te gustaría venir?	0			0	0	0	0
Te extraño mucho. Espero verte pronto.	0			0	0	0	0
La optimización de tu sistema ha sido realizada. Deberías notar una mejora en la velocidad y rendimiento.	0			0	0	0	0
Tu factura de este mes ha sido pagada automáticamente. Todo está en orden. No te preocupes.	0			0	0	0	0
La verificación de la compatibilidad de tu hardware ha sido realizada. Todo está en orden para la actualización.	0			0	0	0	0
La receta que me pediste está en el correo electrónico que te envié ayer. ¡Disfrútalo!	0			0	0	0	0
¡Promo en productos para el pelo! Comprá en www.pelo-descuento.com.ar y lucí una melena brillante.	1			0	0	0	0
Obtén un descuento del 50% en tu próxima compra. Solo regístrate aquí.	1			0	0	0	0
Has sido seleccionado para recibir un regalo gratuito. Haz clic aquí para reclamarlo.	1			0	0	0	0
¡Ganaste una clase de surf! Reservá en www.surf-clase.com.ar y domá las olas.	1			0	0	0	0
Che, ¿me pasás una foto de tu licencia? Es para un seguro que estoy sacando.	1			0	0	0	0
Che, tu factura de luz está pendiente. Pagala en www.luz-argentina.com antes de que te corten el servicio.	1			0	0	0	0
Che, me prestas tu bici el finde? La mía se rompió	0			0	0	0	0
Tu gato se coló en mi jardín otra vez. Es muy travieso, pero lo amo.	0			0	0	0	0
Alguien ha intentado acceder a tu cuenta. Haz clic aquí para cambiar tu contraseña.	1			0	0	0	1
El artículo que buscas está en la página 10 de la revista. Lo leí y pensé en ti. ¡Es muy interesante!	0			0	0	0	0
La calibración de tu equipo ha sido realizada por nuestro técnico. Si hay problemas adicionales, avísanos.	0			0	0	0	0
Che, me pasas el ketchup? La hamburguesa esta seca	0			0	0	0	0
La cancelación de la suscripción a las alertas por correo electrónico ha sido procesada. Puedes volver a suscribirte en cualquier momento.	0			0	0	0	0
La película comienza a las 7 p. m. ¿Te veré allí? Será divertido.	0			0	0	0	0
La práctica de tenis de esta noche ha sido cancelada debido al clima. Nos vemos en la próxima.	0			0	0	0	0
Hoy cocino yo. Venite a casa tipo 8	0			0	0	0	0
me pasás una foto de tu tarjeta? Necesito ver algo rápido.	1			0	0	0	0
Che, te invito a mi cumple. Trae a tu novia	0			0	0	0	0
Che, ¿cuál es tu número de cuenta? Quiero transferirte la plata.	1			0	0	0	1
Hoy fui a una clase de cocina. Aprendí a hacer sushi	0			0	0	0	0
Che, me olvide mi clave del home banking, me haces el favor y te fijas si me llego la transferencia?	1			0	0	0	0
La reunión con el cliente ha sido confirmada para mañana. Estoy seguro de que será un éxito.	0			0	0	0	0
Tu cita para la entrevista ha sido confirmada para el lunes a las 3 p. m.	0			0	0	0	0
Vamos al teatro el viernes, te prendes?	0			0	0	0	0
