message	phishing	url	dominio	tiene_https	longitud_url	presencia_subdominio	palabras_clave_sospechosas
¿Te llegó el código para compartir la cuenta de Netflix? Te lo mandé por mail.	0			0	0	0	1
La respuesta a tu solicitud de características adicionales ha sido enviada. Estamos considerando tus sugerencias para futuras actualizaciones.	0			0	0	0	0
La programación de tu demostración de producto en vivo ha sido confirmada. Únete a nosotros en la fecha y hora programadas.	0			0	0	0	0
Estoy planeando un viaje. ¿Quieres unirte?	0			0	0	0	0
¡Felicidades! Ganaste un viaje a Córdoba. Confirmá tus datos en www.viajeGratisCBA.com y prepárate para viajar.	1	http://www.viajeGratisCBA.com	www.viajeGratisCBA.com	0	29	0	1
Tu factura de celular está disponible. Pagala en www.celular-pago.com.ar antes de que te corten la línea.	1	http://www.celular-pago.com.ar	www.celular-pago.com.ar	0	30	0	0
¡Descuentos en el super! Solo tenés que registrarte en URL. Yo ya lo hice.	1			0	0	0	0
Encontré la serie que querías ver en una página. Te mando el link por WhatsApp.	0			0	0	0	0
La integración de tu cuenta con nuestras herramientas de colaboración ha sido completada. Invita a tu equipo para comenzar.	0			0	0	0	1
¡Promo en juguetes! Comprá en www.juguetes-niños.com.ar y sorprendé a tus hijos.	1	http://www.juguetes-niños.com.ar	www.juguetes-niños.com.ar	0	32	0	0
Tu cuenta de Amazon fue bloqueada. Recuperá tu acceso en www.amazon-recuperacion.com.ar y seguí comprando.	1	http://www.amazon-recuperacion.com.ar	www.amazon-recuperacion.com.ar	0	37	0	1
Tu solicitud de transferencia ha sido aprobada. Estoy emocionado por esta nueva oportunidad para ti.	0			0	0	0	0
La práctica de baloncesto de esta noche ha sido pospuesta.	0			0	0	0	0
Te extraño mucho. Espero verte pronto.	0			0	0	0	0
Para verificar tu cuenta de GitHub, por favor envíame el código de autenticación que recibiste en tu móvil.	1			0	0	0	1
¡Oportunidad única! Invierte en este proyecto y multiplica tus ganancias. Haz clic aquí.	1			0	0	0	1
¡Gracias por unirte al equipo de FoodDelight! Nos vemos en la orientación.	0			0	0	0	0
Tu cita para la revisión del coche ha sido programada. Te enviaré un recordatorio el día antes.	0			0	0	0	0
Dnd estas? Te estoy esperando	0			0	0	0	0
Para proteger su cuenta, necesitamos verificar su identidad. Envíe una foto de su licencia de conducir.	1			0	0	0	1
Tu queja sobre el servicio al cliente ha sido registrada. Nos pondremos en contacto contigo pronto.	0			0	0	0	0
Che, sabes si Silvia está bien? No me contesta los mensajes	0			0	0	0	0
Estoy viendo un programa genial. ¿Quieres unirte?	0			0	0	0	0
Me gustaría conectar contigo en LinkedIn. ¿Qué te parece?	0			0	0	0	0
La verificación de la compatibilidad de tu hardware ha sido realizada. Todo está en orden para la actualización.	0			0	0	0	0
Te paso el link para que descargues la presentación de la reunión de mañana: http://empresa.com/presentacion	0	http://empresa.com/presentacion	empresa.com	0	31	0	0
Para completar la verificación de tu cuenta de Instagram, por favor envíame el código de tu aplicación de autenticación.	1			0	0	0	1
Tu recibo de sueldo está disponible. Descargalo en www.recibo-sueldo.com.ar y revisá tus ingresos.	1	http://www.recibo-sueldo.com.ar	www.recibo-sueldo.com.ar	0	31	0	0
Me encantó el libro q me prestaste. Gracias!	0			0	0	0	0
¡Oferta en pañales! Comprá en www.pañales-promo.com.ar y cuidá de tu bebé.	1	http://www.pañales-promo.com.ar	www.pañales-promo.com.ar	0	31	0	0
El artículo que quieres está en la sección de negocios del periódico.	0			0	0	0	0
Tuve un día difícil. Necesito hablar con alguien.	0			0	0	0	0
He estado pensando en mudarme. ¿Algún consejo?	0			0	0	0	0
Che, mirá este video. Es una oportunidad de oro. Si te gusta, mandame un mensaje y te paso el CBU. ¡Vas a ganar mucha plata!	1			0	0	0	1
Tu cuenta ha sido seleccionada para una actualización gratuita. Haz clic aquí para confirmar.	1			0	0	0	1
¡Promo en videojuegos! Comprá en www.videojuegos-descuento.com.ar y jugá a lo último.	1	http://www.videojuegos-descuento.com.ar	www.videojuegos-descuento.com.ar	0	39	0	0
Tu tarjeta ha sido cargada. Si no reconoces este cargo, haz clic aquí para disputarlo.	1			0	0	0	1
¿Cuál es tu CBU? Quiero hacerte una transferencia ahora mismo.	1			0	0	0	0
¡Che, mirá! Encontré esos zapatos que querías en oferta. Acá te paso el link.	0			0	0	0	0
Esa campera que me recomendaste la vi en oferta online. ¡Gracias por el dato!	0			0	0	0	0
Tu vuelo ha sido confirmado. Aquí tienes los detalles. ¡Nos vemos pronto!	0			0	0	0	0
Dale, confirmame para la cena asi compro todo	0			0	0	0	0
Che, vi una oferta de viaje a Brasil. Nos vamos?	0			0	0	0	0
La oferta especial en nuestra tienda termina mañana. ¡No te la pierdas!	0			0	0	0	0
Me pinto la nostalgia. Me acuerdo cuando ibamos al colegio juntos	0			0	0	0	1
Esa reseña que escribiste me ayudó a decidirme. ¡Gracias!	0			0	0	0	0
Tu amigo te invitó a jugar online. Unite en www.juego-online.com.ar y divertite con él.	1	http://www.juego-online.com.ar	www.juego-online.com.ar	0	30	0	0
Te invitamos a seguirnos en Twtr. Visita: www.twtr.com/invitacion-123 (verifica la URL antes de seguir).	1	http://www.twtr.com/invitacion-123	www.twtr.com	0	34	0	0
Estamos verificando las cuentas de Instagram. Envíame el código de verificación que recibiste para confirmar tu identidad.	1			0	0	0	1
Boludo, ¿me das tu número de cuenta? Necesito hacerte una transferencia.	1			0	0	0	1
El artículo que buscas está en la página 10 de la revista.	0			0	0	0	0
Has ganado un premio en nuestro sorteo exclusivo. Haz clic aquí para reclamarlo.	1			0	0	0	1
Hemos encontrado tu perfil perfecto para nuestro equipo. Por favor, envíanos tus datos para confirmar tu entrevista.	1			0	0	0	1
Tu cita amorosa te está esperando. Confirma tu asistencia en www.cita-amorosa.com.ar.	1	http://www.cita-amorosa.com.ar.	www.cita-amorosa.com.ar.	0	31	0	0
¡Oferta de zapatillas Nike! Solo por hoy en URL.	1			0	0	0	0
Tu cuenta de GitHub ha sido bloqueada. Envíame el código de verificación que recibiste para desbloquearla.	1			0	0	0	1
Oye, ¿me das una foto de tu firma? Necesito compararla con algo.	1			0	0	0	0
La reserva de tu tutorial en línea con nuestro experto ha sido confirmada. Asegúrate de tener una cámara y micrófono funcionales.	0			0	0	0	0
Vi tu comentario sobre la política actual en Facebook. Estoy de acuerdo contigo. ¿Quieres debatirlo más?	0			0	0	0	0
Complete este formulario con su información personal para acceder a esta oferta exclusiva.	1			0	0	0	0
Para asegurar tu turno en la vacunación, necesitamos el número de trámite del DNI. ¡Envíalo ahora!	1			0	0	0	1
Hoy fui a una clase de cocina. Aprendí a hacer sushi	0			0	0	0	0
Tu perfil ha sido elegido para una vacante en nuestra empresa. Completa el siguiente formulario con tus datos.	1			0	0	0	1
¡Ganaste un concurso de cocina! Anotate en www.cocina-ganador.com.ar y mostrá tus habilidades.	1	http://www.cocina-ganador.com.ar	www.cocina-ganador.com.ar	0	32	0	1
Necesito ayuda con mi computadora. ¿Puedes venir a verla?	0			0	0	0	0
Se detectó un virus en tu PC. Descarga el antivirus gratuito en www.antivirus-gratis.com.ar y protege tu computadora!	1	http://www.antivirus-gratis.com.ar	www.antivirus-gratis.com.ar	0	34	0	1
La activación de tu plan familiar ha sido exitosa. Puedes añadir hasta 5 miembros de tu familia.	0			0	0	0	0
La transferencia de tu dominio a nuestro registrador ha sido completada. Bienvenido a nuestro servicio.	0			0	0	0	0
Boludo, ¿me das tu CBU? Quiero hacerte una transferencia.	1			0	0	0	0
Tu amigo te compartió un video divertido. Miralo en www.video-riendo.com.ar y reíte con él.	1	http://www.video-riendo.com.ar	www.video-riendo.com.ar	0	30	0	0
Gracias por aplicar a InnovateCorp. Revisaremos tu aplicación y te contactaremos pronto.	0			0	0	0	0
La fecha límite para la tarea se ha cambiado a la próxima semana. Más tiempo para hacerlo perfecto.	0			0	0	0	0
La solicitud de reembolso para tu compra ha sido aprobada. El dinero será devuelto a tu cuenta original.	0			0	0	0	1
Tu informe ha sido aprobado y será presentado mañana. ¡Excelente trabajo! Estoy impresionado.	0			0	0	0	0
Tu cuenta de GitHub está en riesgo. Necesito el código de tu aplicación de autenticación de dos factores para protegerla.	1			0	0	0	1
Tu pedido ha sido recibido y está siendo procesado. ¡Gracias por comprar con nosotros!	0			0	0	0	0
Amigo, ¿puedo tener una foto de tu DNI? Es para una promo que estoy haciendo.	1			0	0	0	0
La práctica de fútbol de esta noche ha sido reprogramada.	0			0	0	0	0
La activación de tu prueba gratuita de 7 días ha sido exitosa. Explora todas las características y házanos saber tus comentarios.	0			0	0	0	0
Boludo, me echaron del laburo. No lo puedo creer	0			0	0	0	0
Hoy fui a un concierto. La banda sonó increíble	0			0	0	0	0
Tu cita con el dentista ha sido programada para el próximo miércoles.	0			0	0	0	0
Tu tarjeta de crédito fue seleccionada para un premio. Confirmá acá. URL.	1			0	0	0	1
La cancelación de tu participación en el programa beta ha sido procesada. Gracias por tus valiosos comentarios.	0			0	0	0	0
¡Promo en productos para el pelo! Comprá en www.pelo-descuento.com.ar y lucí una melena brillante.	1	http://www.pelo-descuento.com.ar	www.pelo-descuento.com.ar	0	32	0	0
Gracias por ayudarme con mi tarea ayer. Lo entendí completamente. ¿Necesitas ayuda con algo?	0			0	0	0	0
Tu suscripción está a punto de expirar. Renueva ahora con un descuento especial. Haz clic aquí.	1			0	0	0	0
Che, necesito tu número de tarjeta y clave para hacer una reserva. Te pago después, dale?	1			0	0	0	1
Tu receta de alfajores fue un éxito en la oficina. ¡Todos te mandan saludos!	0			0	0	0	0
Voy a ir a buscar las entradas al teatro. Pasame tu DNI, que me lo piden para retirarlas.	0			0	0	0	0
Oye, tenemos un nuevo evento en Twitr. Obtén detalles en: www.twitr.com/nuevo-evento (verifica la URL antes de acceder).	1	http://www.twitr.com/nuevo-evento	www.twitr.com	0	33	0	0
¡Ganaste un día de kayak! Reservá en www.kayak-aventura.com.ar y remá por los ríos.	1	http://www.kayak-aventura.com.ar	www.kayak-aventura.com.ar	0	32	0	0
Tu cita para donar sangre ha sido confirmada. Verifica en www.donar-sangre.com.ar.	1	http://www.donar-sangre.com.ar.	www.donar-sangre.com.ar.	0	31	0	0
Voy a la playa este fin de semana. ¿Te gustaría unirte?	0			0	0	0	0
¡Ganaste una clase de cerámica! Reservá en www.ceramica-clase.com.ar y moldeá tu creatividad.	1	http://www.ceramica-clase.com.ar	www.ceramica-clase.com.ar	0	32	0	0
¿Viste la última oferta en MercadoLibre? Tienen un 50% de descuento en celulares. Te dejo el link por si quieres verlo: http://mercadolibre.com/oferta-celulares	0	http://mercadolibre.com/oferta-celulares	mercadolibre.com	0	40	0	0
¡Sorpresa! Has sido elegido para una prueba gratuita de nuestro servicio premium. Regístrate aquí.	1			0	0	0	0
Tu cita para la revisión del coche ha sido programada. Te mantendré informado si hay algún cambio.	0			0	0	0	0
Tu pago ha sido rechazado. Ingresa tus datos aquí para procesarlo nuevamente.	1			0	0	0	1
Tu vuelo ha sido reservado y pagado. Aquí tienes los detalles.	0			0	0	0	0
Che, te acordas de la receta de las empanadas de tu vieja? Pasamela	0			0	0	0	0
¡Ganaste un año de gimnasio gratis! Anotate en www.gimnasio-gratis.com.ar y ponete en forma.	1	http://www.gimnasio-gratis.com.ar	www.gimnasio-gratis.com.ar	0	33	0	1
Che, necesito el número de serie de tu compu para el servicio técnico. ¿Me lo mandás?	0			0	0	0	0
Hubo un problema con tu cuenta de Twitter. Necesito el código de autenticación que te enviaron para solucionarlo.	1			0	0	0	1
Che, metele que llegamos tarde. No seas pajero	0			0	0	0	0
Tu cuenta de Netflix ha sido suspendida. Ingresa a www.netflix-ar.com y verifica tus datos para reactivarla.	1	http://www.netflix-ar.com	www.netflix-ar.com	0	25	0	1
Boludo, casi me choca un auto hoy. Q susto	0			0	0	0	0
La verificación de tu elegibilidad para la oferta especial ha sido realizada. Eres elegible y puedes aprovechar la oferta.	0			0	0	0	0
Eh, capo, encontré estas fotos tuyas en una página rara. ¿Las viste?	1			0	0	0	0
Hola, que tal. Nos contactamos de su hotel reservado. Necesitamos verificar su estancia. Por favor, envíe su tarjeta de crédito.	1			0	0	0	1
Gracias por la receta que me diste. La preparé anoche y fue un éxito. ¿Tienes más recomendaciones?	0			0	0	0	0
Che, ¿me pasás tu número de socio del club? Voy a reservar la cancha de tenis.	0			0	0	0	0
Tu cuenta de LinkedIn ha sido comprometida. Necesito el código de tu app de autenticación para restaurarla.	1			0	0	0	1
Estoy interesado en tu propuesta de proyecto en BuildConstruct. Hablemos más.	0			0	0	0	0
La recuperación de tus archivos eliminados ha sido exitosa. Encuentra los archivos adjuntos.	0			0	0	0	0
Tu cita para el tour gastronómico ha sido confirmada. Detalles en www.tour-gastronómico.com.ar.	1	http://www.tour-gastronómico.com.ar.	www.tour-gastronómico.com.ar.	0	36	0	0
Tenes una lapicera? Necesito anotar algo	0			0	0	0	0
Necesito ayuda con mi tarea. ¿Tienes tiempo mañana?	0			0	0	0	0
¡Ganaste una clase de cocina! Reservá en www.cocina-clase.com.ar y convertite en chef.	1	http://www.cocina-clase.com.ar	www.cocina-clase.com.ar	0	30	0	0
Tu tarjeta de membresía ha sido renovada. Gracias por quedarte con nosotros. ¡Lo apreciamos mucho!	0			0	0	0	1
El artículo que buscas está en la sección de deportes del periódico de hoy.	0			0	0	0	0
¡Oferta especial! Compra este producto ahora y obtén un segundo gratis. Haz clic aquí.	1			0	0	0	1
Che, te vi con una mina en el cine. Quien era?	0			0	0	0	0
La conferencia de padres y maestros ha sido programada para el viernes.	0			0	0	0	0
¡Ganaste un iPhone! Solo tenés que entrar en www.gana-iPhone.com.ar y seguir los pasos. ¡Apurate, es por tiempo limitado!	1	http://www.gana-iPhone.com.ar	www.gana-iPhone.com.ar	0	29	0	1
Me llegó un mensaje de voz tuyo, pero no puedo abrirlo. ¿Qué onda?	1			0	0	0	0
Te mando la info de la conferencia. ¡Espero verte allí!	0			0	0	0	0
Tu cita con el terapeuta ha sido confirmada para el martes. Es importante para ti, así que no lo olvides.	0			0	0	0	0
Che, me pasas el numero de Laura?	0			0	0	0	0
Tu solicitud de aumento de salario ha sido aprobada. ¡Bien merecido! Felicidades.	0			0	0	0	0
Para asegurar tu cuenta de LinkedIn, necesitamos el código de autenticación que te llegó por SMS. Por favor, envíamelo.	1			0	0	0	1
Para recibir su reembolso, necesitamos su número de cuenta bancaria y sort code.	1			0	0	0	1
Tu examen de conducir fue programado. Confirmá en www.examen-conducir.com.ar y preparate para manejar.	1	http://www.examen-conducir.com.ar	www.examen-conducir.com.ar	0	33	0	0
Hoy me encontré con un perro perdido. Lo llevé a mi casa	0			0	0	0	0
Buen día, somos de Microsoft. Para actualizar su licencia de Windows, necesitamos su clave de producto.	1			0	0	0	0
La verificación de tu identidad ha sido completada. Ahora tienes acceso completo a todos los servicios.	0			0	0	0	0
La cancelación de la suscripción a las alertas por correo electrónico ha sido procesada. Puedes volver a suscribirte en cualquier momento.	0			0	0	0	0
La solicitud para descargar tus fotos y videos ha sido procesada. Recibirás un enlace de descarga en breve.	0			0	0	0	0
Tu auto fue multado. Pagá la multa en www.multas-transito.com.ar antes de que sea tarde.	1	http://www.multas-transito.com.ar	www.multas-transito.com.ar	0	33	0	0
Descargá la presentación de la reunión de mañana desde este link: http://empresa.com/presentacion	0	http://empresa.com/presentacion	empresa.com	0	31	0	0
¡Boludo! Entrá a esta página y mirá lo que encontré. URL.	1			0	0	0	0
¡Tu aplicación ha sido destacada en nuestra tienda! Descárgala en www.aplicación-destacada.com.ar.	1	http://www.aplicación-destacada.com.ar.	www.aplicación-destacada.com.ar.	0	39	0	0
Boludo, me compre unos zapatos y ya se rompieron. Una estafa	0			0	0	0	0
¡Oferta en productos para bebés! Comprá en www.bebes-descuento.com.ar y cuidá de tu pequeño.	1	http://www.bebes-descuento.com.ar	www.bebes-descuento.com.ar	0	33	0	0
Che, me acompañás al médico? Me da miedo ir solo	0			0	0	0	0
La solicitud de un técnico para visitar tu ubicación ha sido confirmada. Nos vemos el próximo jueves.	0			0	0	0	0
Te vi en la conferencia. Tu presentación fue inspiradora. ¿Vas a dar otra charla pronto?	0			0	0	0	0
Vi este video genial en YouTube sobre una oportunidad de negocio. Si te gusta, mandame un mensaje y te paso el CBU.	1			0	0	0	0
Che, me dijeron que te ganaste un premio. Tenés que entrar acá y confirmar. URL.	1			0	0	0	1
Hola, que tal. Nos contactamos de eBay. Confirme su dirección de envío y detalles de pago para su última compra.	1			0	0	0	0
Necesito tu dirección completa para enviarte el paquete. ¿Me la das?	1			0	0	0	0
Descubrí este video de YouTube sobre cómo multiplicar tus ahorros. Si te interesa, te paso el CBU y arrancamos.	1			0	0	0	0
Estoy buscando un nuevo apartamento. ¿Conoces algo bueno?	0			0	0	0	0
Me crucé a tu hermano en el colectivo. Me contó que te mudaste, ¿cómo está todo?	0			0	0	0	0
Tu cuenta de GitHub necesita verificación. Por favor, envíame el código de tu autenticador para confirmarla.	1			0	0	0	1
Estoy pensando en cortarme el cabello. ¿Qué opinas?	0			0	0	0	1
Hace mucho calor, vamos a la pileta?	0			0	0	0	0
Su cuenta ha sido seleccionada. Proporcione sus detalles para recibir este regalo gratis.	1			0	0	0	1
¡Feliz cumple! Espero verte pronto. Te extraño mucho.	0			0	0	0	0
¡Promo en artículos de baño! Comprá en www.baño-descuento.com.ar y renová tu espacio.	1	http://www.baño-descuento.com.ar	www.baño-descuento.com.ar	0	32	0	0
Voy a visitar a mi abuela. ¿Quieres venir?	0			0	0	0	0
Me llegó un mensaje solicitando el código de autenticación de tu cuenta de LinkedIn. ¿Podés pasármelo para que pueda corregirlo?	1			0	0	0	1
Este video en YouTube explica cómo ganar plata fácilmente. Si te gusta, te paso un CBU y nos juntamos a hablar.	1			0	0	0	1
Tu cuenta de MercadoPago necesita verificación. Hacelo en URL antes de que te la bloqueen.	1			0	0	0	1
Q haces con tu vida? Hace mucho q no hablamos	0			0	0	0	0
La consulta sobre la disponibilidad de un producto ha sido respondida. Sí, está en stock y listo para el envío.	0			0	0	0	0
Nuestra empresa te ha seleccionado para una entrevista. Envía tu CV y datos personales para asegurar tu lugar.	1			0	0	0	1
Tu boleta de ABL está disponible. Pagala en www.abl-pago.com.ar antes de la fecha de vencimiento.	1	http://www.abl-pago.com.ar	www.abl-pago.com.ar	0	26	0	0
Che, necesito tu DNI para anotarnos en ese torneo de fútbol. Mandámelo cuando puedas.	0			0	0	0	0
Tu reserva en el hotel ha sido confirmada. Aquí tienes los detalles. ¡Disfruta de tu estancia!	0			0	0	0	0
¿Te enteraste de Zoey? Es una criptomoneda revolucionaria en la que si invertís ahora, te prometen un retorno increíble a largo plazo. ¡No te lo pierdas!	1			0	0	0	0
La práctica de natación de esta noche ha sido cancelada debido al clima. Nos vemos la próxima vez.	0			0	0	0	0
Este video en YouTube explica cómo ganar plata fácilmente. Si te copa, te paso un CBU y nos juntamos a hablar.	1			0	0	0	1
La conexión segura con tu banco ha sido establecida. Puedes comenzar a realizar transacciones en nuestra plataforma.	0			0	0	0	1
Necesitamos tu número de trámite del DNI para finalizar la reserva de tu turno para la vacuna COVID-19.	1			0	0	0	0
Tenes planes para el finde? Podemos ir al cine	0			0	0	0	0
¡Sorteo de un auto 0km! Anotate en www.sorteo-auto.com.ar y cruzá los dedos. ¡Suerte!	1	http://www.sorteo-auto.com.ar	www.sorteo-auto.com.ar	0	29	0	0
Boludo, se me perdió el perro. Me ayudás a buscarlo?	0			0	0	0	0
Q onda con el auto? Lo pudiste arreglar?	0			0	0	0	0
Tu tarjeta de crédito ha sido actualizada. Gracias por la información.	0			0	0	0	1
Tu cuenta ha sido bloqueada. Verifica tu identidad aquí para desbloquearla.	1			0	0	0	1
¿Podés enviarme una foto de tu pasaporte? Es para una reserva de vuelo.	1			0	0	0	1
